transaction_id,credit_card_no,transaction_type,category,merchant,date
443371619373,213170795933625,Non-Online,Retail,7-Eleven,2022-11-10
573825230104,4160744531653099518,Non-Online,Retail,7-Eleven,2022-11-09
133090652456,4108978363665918741,Non-Online,Retail,7-Eleven,2022-11-08
630145378099,5430113052461365,Non-Online,Groceries,Giant Hypermart,2022-11-12
303512710624,5430113052461365,Non-Online,Groceries,Giant Hypermart,2022-11-12
326471555723,4921644008537411033,Non-Online,Retail,7-Eleven,2022-11-07
483811365502,377743591997390,Non-Online,Groceries,Giant Hypermart,2022-11-13
519073838656,4108583706946033,Non-Online,Retail,7-Eleven,2022-11-10
685262398645,348885021245928,Non-Online,Retail,7-Eleven,2022-11-07
200119908130,501893787009,Non-Online,Groceries,Don Don Donki,2022-11-13
159315196998,4842987803235490,Non-Online,Retail,7-Eleven,2022-11-08
884702463266,4023564137641635,Non-Online,Retail,7-Eleven,2022-11-09
835473624444,3537506581468099,Non-Online,Retail,7-Eleven,2022-11-10
392975557267,180011861448891,Online,Groceries,Shopee,2022-11-11
557257952488,180011861448891,Non-Online,Groceries,Takashimaya,2022-11-11
658906946831,180011861448891,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
773325703112,180011861448891,Non-Online,Retail,7-Eleven,2022-11-11
560740099886,2341661136301341,Online,Groceries,Shopee,2022-11-11
553662310058,2341661136301341,Online,Groceries,Qoo10,2022-11-11
127140662103,2341661136301341,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
521135876180,2341661136301341,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
446936312852,2341661136301341,Non-Online,Retail,7-Eleven,2022-11-11
527702496234,3559439341610466,Non-Online,Groceries,Giant Hypermart,2022-11-13
517932131942,4784189170652,Non-Online,Groceries,Giant Hypermart,2022-11-13
897944462226,4784189170652,Non-Online,Groceries,Giant Hypermart,2022-11-13
203442422963,676254454025,Non-Online,Retail,7-Eleven,2022-11-10
682843828205,213162669890353,Non-Online,Retail,7-Eleven,2022-11-08
392893493276,3560816697961741,Non-Online,Groceries,NTUC Fairprice,2022-11-13
876561846705,4443326578400166,Non-Online,Retail,7-Eleven,2022-11-09
593495160654,213165885432058,Non-Online,Groceries,Giant Hypermart,2022-11-13
452230374762,213165885432058,Non-Online,Groceries,NTUC Fairprice,2022-11-13
610319945608,4467824933086,Online,Groceries,Qoo10,2022-11-11
802386483258,4467824933086,Non-Online,Groceries,Isetan,2022-11-11
442733819330,4467824933086,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
447613112845,4467824933086,Non-Online,Groceries,Takashimaya,2022-11-11
554354818250,4467824933086,Non-Online,Retail,7-Eleven,2022-11-11
220720925090,3586313792007976,Non-Online,Retail,7-Eleven,2022-11-09
387073550484,4587015254163505,Non-Online,Retail,7-Eleven,2022-11-08
128039319770,4132197388468131,Non-Online,Retail,7-Eleven,2022-11-10
495257187271,4730207969810249941,Non-Online,Retail,7-Eleven,2022-11-09
208439122632,4692381372903,Non-Online,Retail,7-Eleven,2022-11-07
524554489413,3583173064335601,Non-Online,Retail,7-Eleven,2022-11-09
837798237374,3559149790668150,Non-Online,Groceries,Don Don Donki,2022-11-13
273146254312,6011833692084799,Online,Groceries,Qoo10,2022-11-11
440425907524,6011833692084799,Non-Online,Groceries,Kinokuniya,2022-11-11
383204360306,6011833692084799,Non-Online,Retail,7-Eleven,2022-11-11
438645507433,639092095772,Non-Online,Groceries,Cold Storage,2022-11-13
359855796875,4808581637743,Non-Online,Retail,7-Eleven,2022-11-07
367302273186,38313183184996,Online,Groceries,Shopee,2022-11-11
630268137124,38313183184996,Non-Online,Groceries,Kinokuniya,2022-11-11
336474424996,38313183184996,Non-Online,Groceries,Decathalon,2022-11-11
493078317722,38313183184996,Non-Online,Retail,7-Eleven,2022-11-11
134084133546,343019589452081,Non-Online,Retail,7-Eleven,2022-11-09
660318331268,4292891698585131,Non-Online,Retail,7-Eleven,2022-11-07
130286592316,2274601151995248,Non-Online,Retail,7-Eleven,2022-11-08
472844542800,375081523685649,Non-Online,Groceries,NTUC Fairprice,2022-11-12
527326127268,30281414485664,Online,Groceries,eBay,2022-11-11
114387899520,30281414485664,Non-Online,Groceries,Isetan,2022-11-11
413131985060,30281414485664,Non-Online,Retail,7-Eleven,2022-11-11
399347715521,501807742330,Non-Online,Groceries,Giant Hypermart,2022-11-12
510386746325,501807742330,Non-Online,Groceries,Giant Hypermart,2022-11-12
670422334659,5467506780113867,Online,Groceries,Zalora,2022-11-11
799097095721,5467506780113867,Online,Groceries,Zalora,2022-11-11
515128791702,5467506780113867,Online,Groceries,Qoo10,2022-11-11
724002077189,5467506780113867,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
888182227102,5467506780113867,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
222412206280,5467506780113867,Non-Online,Groceries,Takashimaya,2022-11-11
426533695025,4819256332766600,Online,Groceries,eBay,2022-11-11
794335956747,4819256332766600,Online,Groceries,Lazada,2022-11-11
660375125081,4819256332766600,Non-Online,Groceries,Decathalon,2022-11-11
821053896860,4819256332766600,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
734447354242,4819256332766600,Non-Online,Retail,7-Eleven,2022-11-11
683855020401,6500411947974441,Non-Online,Retail,7-Eleven,2022-11-08
502940340161,4748550416374,Online,Groceries,Shopee,2022-11-11
884890675142,4748550416374,Non-Online,Groceries,Isetan,2022-11-11
714194338233,4748550416374,Non-Online,Groceries,Kinokuniya,2022-11-11
346806157100,4299086138650891,Non-Online,Groceries,NTUC Fairprice,2022-11-13
384815152456,6566279632065192,Non-Online,Retail,7-Eleven,2022-11-08
358200197566,180097675276024,Non-Online,Retail,7-Eleven,2022-11-09
216033519722,502066802435,Online,Groceries,Shopee,2022-11-11
278649080052,502066802435,Online,Groceries,Lazada,2022-11-11
198895104831,502066802435,Non-Online,Groceries,Kinokuniya,2022-11-11
139812563169,502066802435,Non-Online,Groceries,Decathalon,2022-11-11
368160540462,502066802435,Non-Online,Groceries,Decathalon,2022-11-11
322326549910,3524273961972605,Non-Online,Retail,7-Eleven,2022-11-09
852073342654,3560808414759052,Non-Online,Retail,7-Eleven,2022-11-10
635160134780,060433781311,Non-Online,Groceries,Giant Hypermart,2022-11-13
473539937590,5567854995834474,Non-Online,Retail,7-Eleven,2022-11-07
291955115267,36315781956495,Online,Groceries,Lazada,2022-11-11
781956769592,36315781956495,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
223404729932,36315781956495,Non-Online,Retail,7-Eleven,2022-11-11
140865333026,4691259150857603,Non-Online,Retail,7-Eleven,2022-11-07
809302832465,4102348372563603,Non-Online,Retail,7-Eleven,2022-11-09
280166051188,4762983880536781,Non-Online,Groceries,Don Don Donki,2022-11-13
621037568772,4762983880536781,Non-Online,Groceries,Cold Storage,2022-11-13
485645463105,2264989246010186,Non-Online,Retail,7-Eleven,2022-11-09
356955484020,4789150277397313,Non-Online,Groceries,Don Don Donki,2022-11-13
459869588401,4895907936358106,Non-Online,Retail,7-Eleven,2022-11-07
422488040568,4281653998160533,Non-Online,Retail,7-Eleven,2022-11-08
405130360444,4856975639270146217,Non-Online,Groceries,Don Don Donki,2022-11-13
766788096552,3545298764745614,Non-Online,Retail,7-Eleven,2022-11-10
124809473004,3598384990247413,Non-Online,Groceries,NTUC Fairprice,2022-11-12
470707315195,3598384990247413,Non-Online,Groceries,Giant Hypermart,2022-11-12
512288177387,4361552651174133,Non-Online,Retail,7-Eleven,2022-11-08
374363435160,347675795423889,Online,Groceries,Lazada,2022-11-11
611650500045,347675795423889,Non-Online,Groceries,Kinokuniya,2022-11-11
474020172892,347675795423889,Non-Online,Retail,7-Eleven,2022-11-11
763213796295,3588514681628685,Online,Groceries,Qoo10,2022-11-11
213926363195,3588514681628685,Online,Groceries,Lazada,2022-11-11
237484382797,3588514681628685,Online,Groceries,Qoo10,2022-11-11
584016126673,3588514681628685,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
212167092733,3588514681628685,Non-Online,Groceries,Decathalon,2022-11-11
358522027756,3588514681628685,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
749475680423,3505324218484465,Non-Online,Retail,7-Eleven,2022-11-10
481643831365,180059230997817,Online,Groceries,Zalora,2022-11-11
642454519787,180059230997817,Online,Groceries,eBay,2022-11-11
800228939570,180059230997817,Non-Online,Groceries,Kinokuniya,2022-11-11
839046100105,180059230997817,Non-Online,Groceries,Decathalon,2022-11-11
257239787507,180059230997817,Non-Online,Groceries,Isetan,2022-11-11
137017763171,180059230997817,Non-Online,Retail,7-Eleven,2022-11-11
590455785814,344307935609879,Non-Online,Retail,7-Eleven,2022-11-08
149029853278,4610220614535399905,Non-Online,Retail,7-Eleven,2022-11-07
620955767845,180053390350818,Online,Groceries,Shopee,2022-11-11
572547968056,180053390350818,Online,Groceries,Qoo10,2022-11-11
573481194013,180053390350818,Online,Groceries,eBay,2022-11-11
564380104571,180053390350818,Non-Online,Groceries,Takashimaya,2022-11-11
502247578474,180053390350818,Non-Online,Retail,7-Eleven,2022-11-11
723803802485,4619828427241327,Non-Online,Retail,7-Eleven,2022-11-10
624763072262,30220329916025,Online,Groceries,Qoo10,2022-11-11
899535654432,30220329916025,Non-Online,Groceries,Kinokuniya,2022-11-11
855384543136,30220329916025,Non-Online,Groceries,Isetan,2022-11-11
270269413202,30220329916025,Non-Online,Retail,7-Eleven,2022-11-11
220496066989,4783737238751616,Non-Online,Retail,7-Eleven,2022-11-07
759952076355,503881444601,Non-Online,Retail,7-Eleven,2022-11-07
435219539531,5593407996570494,Non-Online,Retail,7-Eleven,2022-11-09
744898953155,6577420232883512,Non-Online,Retail,7-Eleven,2022-11-10
826171431561,3516332853182960,Non-Online,Retail,7-Eleven,2022-11-07
413650191734,4090060513208824,Non-Online,Retail,7-Eleven,2022-11-10
291197312871,676220513193,Online,Groceries,Zalora,2022-11-11
879936785228,676220513193,Online,Groceries,eBay,2022-11-11
473404867643,676220513193,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
531141588343,676220513193,Non-Online,Groceries,Takashimaya,2022-11-11
245318918591,2720487902276058,Non-Online,Retail,7-Eleven,2022-11-08
204660340924,4157290264463615414,Non-Online,Groceries,Cold Storage,2022-11-13
672189511241,2273444184787329,Non-Online,Retail,7-Eleven,2022-11-10
326046310335,2712778205939560,Online,Groceries,eBay,2022-11-11
529725731509,2712778205939560,Online,Groceries,Shopee,2022-11-11
234079618077,2712778205939560,Online,Groceries,Lazada,2022-11-11
204369712448,2712778205939560,Non-Online,Groceries,Isetan,2022-11-11
499086950492,2712778205939560,Non-Online,Groceries,Kinokuniya,2022-11-11
430396822526,2712778205939560,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
164954117886,4353564503833663800,Non-Online,Groceries,NTUC Fairprice,2022-11-12
797994823212,676396660588,Non-Online,Retail,7-Eleven,2022-11-08
403854198944,378727975595234,Non-Online,Retail,7-Eleven,2022-11-08
685083627379,2361264354364664,Non-Online,Retail,7-Eleven,2022-11-07
736118731019,4956717378870,Non-Online,Retail,7-Eleven,2022-11-09
479850358296,6011309456386365,Non-Online,Retail,7-Eleven,2022-11-08
717778757003,503817456562,Non-Online,Retail,7-Eleven,2022-11-07
870276488886,4038469127762124361,Online,Groceries,Qoo10,2022-11-11
792654777074,4038469127762124361,Online,Groceries,Shopee,2022-11-11
645225236566,4038469127762124361,Online,Groceries,Amazon,2022-11-11
535199553677,4038469127762124361,Non-Online,Groceries,Takashimaya,2022-11-11
452416592541,375095254319707,Non-Online,Retail,7-Eleven,2022-11-08
423338824867,4982325476051894520,Online,Groceries,Shopee,2022-11-11
362576975219,4982325476051894520,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
897185356457,4982325476051894520,Non-Online,Retail,7-Eleven,2022-11-11
658401506945,30091460188520,Non-Online,Retail,7-Eleven,2022-11-08
640867907536,3501672318017039,Non-Online,Groceries,Giant Hypermart,2022-11-12
249119030745,4791552423798607,Non-Online,Retail,7-Eleven,2022-11-07
648175194220,4503437360050395,Non-Online,Groceries,Don Don Donki,2022-11-12
421237107558,3548608590887256,Non-Online,Retail,7-Eleven,2022-11-08
727136891755,4837361968628666,Non-Online,Retail,7-Eleven,2022-11-07
379369760994,4662571504219,Non-Online,Groceries,Cold Storage,2022-11-13
825131142871,4662571504219,Non-Online,Groceries,NTUC Fairprice,2022-11-13
104717356726,4433358668563,Non-Online,Retail,7-Eleven,2022-11-07
866693006294,4031514167636575596,Online,Groceries,Lazada,2022-11-11
451815897404,4031514167636575596,Non-Online,Groceries,Decathalon,2022-11-11
336125349973,4031514167636575596,Non-Online,Groceries,Isetan,2022-11-11
131396330242,4031514167636575596,Non-Online,Retail,7-Eleven,2022-11-11
671310585725,3594688615017330,Non-Online,Retail,7-Eleven,2022-11-10
146414868294,372670984558056,Online,Groceries,Amazon,2022-11-11
382029739178,372670984558056,Online,Groceries,Qoo10,2022-11-11
583837139871,372670984558056,Non-Online,Groceries,Decathalon,2022-11-11
331476559072,372670984558056,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
479571333188,372670984558056,Non-Online,Groceries,Decathalon,2022-11-11
142827237506,372670984558056,Non-Online,Retail,7-Eleven,2022-11-11
851263674390,374124545005973,Non-Online,Retail,7-Eleven,2022-11-08
856964865502,6011318853394138,Non-Online,Groceries,Don Don Donki,2022-11-12
207541548755,378061240787214,Non-Online,Groceries,Don Don Donki,2022-11-13
271904703809,378061240787214,Non-Online,Groceries,Cold Storage,2022-11-13
716940743532,060437330651,Non-Online,Retail,7-Eleven,2022-11-07
748281267607,502072289387,Non-Online,Groceries,Giant Hypermart,2022-11-13
608366151246,502072289387,Non-Online,Groceries,Don Don Donki,2022-11-13
212159220618,2283923065829571,Non-Online,Retail,7-Eleven,2022-11-07
694213909113,180009663281312,Non-Online,Groceries,Giant Hypermart,2022-11-13
528631221642,372960402844828,Non-Online,Groceries,Giant Hypermart,2022-11-12
340672461211,3524246266293620,Non-Online,Retail,7-Eleven,2022-11-08
611437690933,6011973702315138,Online,Groceries,Zalora,2022-11-11
326712243240,6011973702315138,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
325263186062,348458771105138,Non-Online,Retail,7-Eleven,2022-11-08
774167903146,4028105544143021523,Non-Online,Retail,7-Eleven,2022-11-10
536825544452,344523081024826,Non-Online,Retail,7-Eleven,2022-11-08
635328654454,2261843311025970,Non-Online,Retail,7-Eleven,2022-11-10
206575949681,30019006971901,Non-Online,Retail,7-Eleven,2022-11-08
891273395803,4649036449320,Non-Online,Retail,7-Eleven,2022-11-08
557395969515,3574141132222144,Non-Online,Groceries,NTUC Fairprice,2022-11-13
838629249790,3574141132222144,Non-Online,Groceries,Giant Hypermart,2022-11-13
503842390965,4961187586932405055,Non-Online,Retail,7-Eleven,2022-11-08
543214486610,213187943547701,Online,Groceries,Zalora,2022-11-11
625332917641,213187943547701,Online,Groceries,Zalora,2022-11-11
722742639747,213187943547701,Non-Online,Groceries,Kinokuniya,2022-11-11
384871144412,213187943547701,Non-Online,Groceries,Takashimaya,2022-11-11
585534178166,213187943547701,Non-Online,Retail,7-Eleven,2022-11-11
530974375683,38027110237459,Non-Online,Groceries,Don Don Donki,2022-11-13
743865015213,3597517289132868,Non-Online,Retail,7-Eleven,2022-11-10
514998697807,4524585224227045899,Online,Groceries,eBay,2022-11-11
278123327240,4524585224227045899,Non-Online,Groceries,Takashimaya,2022-11-11
673310410560,180061712595366,Non-Online,Retail,7-Eleven,2022-11-08
262254280850,4271986803003515382,Online,Groceries,Qoo10,2022-11-11
648595045061,4271986803003515382,Non-Online,Groceries,Kinokuniya,2022-11-11
532834926537,4271986803003515382,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
137723297437,4271986803003515382,Non-Online,Groceries,Decathalon,2022-11-11
191482987337,3510396098760175,Non-Online,Retail,7-Eleven,2022-11-10
648370946969,4352118303596718344,Non-Online,Groceries,Don Don Donki,2022-11-13
611545512009,340055750207477,Non-Online,Groceries,Cold Storage,2022-11-12
831793730333,340055750207477,Non-Online,Groceries,Giant Hypermart,2022-11-12
791006343029,4972894610114482,Online,Groceries,Amazon,2022-11-11
573424381427,4972894610114482,Non-Online,Groceries,Decathalon,2022-11-11
865287165935,4972894610114482,Non-Online,Retail,7-Eleven,2022-11-11
678926171098,4852552666845715,Non-Online,Retail,7-Eleven,2022-11-09
427895389063,4572091672561486,Online,Groceries,Qoo10,2022-11-11
135348006973,4572091672561486,Online,Groceries,Zalora,2022-11-11
320088203259,4572091672561486,Online,Groceries,Lazada,2022-11-11
379016799845,4572091672561486,Non-Online,Groceries,Isetan,2022-11-11
861087333322,4572091672561486,Non-Online,Groceries,Takashimaya,2022-11-11
236530589359,4768882168266710983,Online,Groceries,Shopee,2022-11-11
555393094616,4768882168266710983,Non-Online,Groceries,Isetan,2022-11-11
404932220289,4768882168266710983,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
815355685230,4768882168266710983,Non-Online,Groceries,Isetan,2022-11-11
560691599795,4768882168266710983,Non-Online,Retail,7-Eleven,2022-11-11
347085207768,4911666281954479874,Non-Online,Retail,7-Eleven,2022-11-07
886370443167,6563699634798784,Non-Online,Groceries,Giant Hypermart,2022-11-12
222126440967,6563699634798784,Non-Online,Groceries,Cold Storage,2022-11-12
103265417662,4062988279384480416,Non-Online,Retail,7-Eleven,2022-11-07
740605850009,4513329043416,Non-Online,Retail,7-Eleven,2022-11-10
859833081434,2379025924643360,Online,Groceries,Amazon,2022-11-11
878254382413,2379025924643360,Online,Groceries,Lazada,2022-11-11
147756759767,2379025924643360,Online,Groceries,Shopee,2022-11-11
386124425842,2379025924643360,Non-Online,Groceries,Kinokuniya,2022-11-11
409379191798,2379025924643360,Non-Online,Retail,7-Eleven,2022-11-11
747901262867,4807772748210137406,Non-Online,Retail,7-Eleven,2022-11-10
527574125513,060445168457,Non-Online,Retail,7-Eleven,2022-11-07
464272781469,568967944840,Online,Groceries,eBay,2022-11-11
168628888495,568967944840,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
615818314139,568967944840,Non-Online,Retail,7-Eleven,2022-11-11
692353179912,630466362807,Non-Online,Retail,7-Eleven,2022-11-08
755510807991,4410070389121673,Online,Groceries,Zalora,2022-11-11
641067917421,4410070389121673,Online,Groceries,Qoo10,2022-11-11
390733956383,4410070389121673,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
681858067499,4410070389121673,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
720743477805,4410070389121673,Non-Online,Groceries,Takashimaya,2022-11-11
551605763446,4410070389121673,Non-Online,Retail,7-Eleven,2022-11-11
550781915530,566847209251,Non-Online,Groceries,NTUC Fairprice,2022-11-12
203050754181,566847209251,Non-Online,Groceries,Cold Storage,2022-11-12
209942416865,4493128588328714914,Non-Online,Retail,7-Eleven,2022-11-09
167152219212,3586898683646312,Online,Groceries,Shopee,2022-11-11
433207339582,3586898683646312,Non-Online,Groceries,Isetan,2022-11-11
670864770749,3586898683646312,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
237451601908,676115026467,Non-Online,Retail,7-Eleven,2022-11-10
167917075835,4719745829771,Non-Online,Retail,7-Eleven,2022-11-10
450408867553,4638904748012,Non-Online,Retail,7-Eleven,2022-11-10
463493733083,180069929660345,Non-Online,Retail,7-Eleven,2022-11-07
265144153256,4606324847730,Non-Online,Retail,7-Eleven,2022-11-07
817340042775,30308339899362,Non-Online,Groceries,Cold Storage,2022-11-12
576138011294,30308339899362,Non-Online,Groceries,Don Don Donki,2022-11-12
687322900188,6571124506417439,Non-Online,Retail,7-Eleven,2022-11-09
288497575360,6011433495467109,Non-Online,Retail,7-Eleven,2022-11-08
572752014930,4135500990122,Non-Online,Retail,7-Eleven,2022-11-08
135972098842,3594673333596708,Online,Groceries,Lazada,2022-11-11
404430838578,3594673333596708,Online,Groceries,Zalora,2022-11-11
685119147152,3594673333596708,Non-Online,Groceries,Decathalon,2022-11-11
573889983884,4741092705941,Non-Online,Groceries,NTUC Fairprice,2022-11-12
754042763502,5531833971439535,Non-Online,Retail,7-Eleven,2022-11-08
811896196715,6565414108974749,Non-Online,Groceries,Don Don Donki,2022-11-12
598080438160,4327028162772627,Non-Online,Retail,7-Eleven,2022-11-10
677878073683,2673072925354715,Non-Online,Groceries,Don Don Donki,2022-11-13
351584995524,3523984696924213,Non-Online,Retail,7-Eleven,2022-11-09
210382230124,3507439745334112,Non-Online,Retail,7-Eleven,2022-11-08
586964069208,180089783517282,Non-Online,Retail,7-Eleven,2022-11-08
854293667919,4671175189966327169,Non-Online,Groceries,Giant Hypermart,2022-11-12
815935065309,4671175189966327169,Non-Online,Groceries,Giant Hypermart,2022-11-12
191724518152,3556679414226939,Non-Online,Retail,7-Eleven,2022-11-10
161170477140,3542312389394923,Online,Groceries,Zalora,2022-11-11
485778482037,3542312389394923,Online,Groceries,Shopee,2022-11-11
348422774284,3542312389394923,Non-Online,Groceries,Decathalon,2022-11-11
776470221572,3542312389394923,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
258561399411,3542312389394923,Non-Online,Groceries,Takashimaya,2022-11-11
628287926116,3542312389394923,Non-Online,Retail,7-Eleven,2022-11-11
733499832638,4254221465713755,Non-Online,Groceries,NTUC Fairprice,2022-11-13
629256237896,4254221465713755,Non-Online,Groceries,Giant Hypermart,2022-11-13
375876300149,6011172829461517,Non-Online,Retail,7-Eleven,2022-11-07
610283739546,5569591336542527,Non-Online,Retail,7-Eleven,2022-11-10
663432112468,571913472502,Non-Online,Retail,7-Eleven,2022-11-09
325107542766,503853858457,Non-Online,Retail,7-Eleven,2022-11-08
103765818231,3513012157762435,Non-Online,Retail,7-Eleven,2022-11-09
185352656880,2497501310110294,Non-Online,Retail,7-Eleven,2022-11-07
348718035176,3555134583589411,Non-Online,Groceries,Don Don Donki,2022-11-12
399189250083,3555134583589411,Non-Online,Groceries,NTUC Fairprice,2022-11-12
785814716300,501817319319,Non-Online,Retail,7-Eleven,2022-11-09
623435642048,4077045244429005239,Online,Groceries,Amazon,2022-11-11
758819738114,4077045244429005239,Online,Groceries,Qoo10,2022-11-11
720411224286,4077045244429005239,Non-Online,Groceries,Decathalon,2022-11-11
344532117691,2265319282259944,Non-Online,Groceries,Cold Storage,2022-11-13
295127059333,342645974113184,Non-Online,Retail,7-Eleven,2022-11-08
272219945970,2244976826652664,Non-Online,Groceries,NTUC Fairprice,2022-11-13
307745593696,340991730564217,Non-Online,Retail,7-Eleven,2022-11-10
397543478100,3564042668660636,Non-Online,Retail,7-Eleven,2022-11-08
761137033712,38317974737540,Non-Online,Retail,7-Eleven,2022-11-07
594737942038,3587999974367011,Non-Online,Retail,7-Eleven,2022-11-09
524391818929,3530501687237644,Online,Groceries,Lazada,2022-11-11
794384997398,3530501687237644,Non-Online,Groceries,Decathalon,2022-11-11
133902777487,4053385701888573,Non-Online,Groceries,NTUC Fairprice,2022-11-12
763632335399,38977281366257,Online,Groceries,Shopee,2022-11-11
179425660248,38977281366257,Online,Groceries,Amazon,2022-11-11
613985332037,38977281366257,Non-Online,Groceries,Takashimaya,2022-11-11
456456343226,4170889815742293,Non-Online,Groceries,Giant Hypermart,2022-11-13
785401941673,3518218156433564,Non-Online,Retail,7-Eleven,2022-11-09
627219031184,30010758312899,Non-Online,Groceries,NTUC Fairprice,2022-11-12
610427016183,30010758312899,Non-Online,Groceries,Giant Hypermart,2022-11-12
325621860316,30468457559592,Non-Online,Groceries,NTUC Fairprice,2022-11-12
878222474272,30468457559592,Non-Online,Groceries,NTUC Fairprice,2022-11-12
614340117814,3565530377604886,Online,Groceries,Qoo10,2022-11-11
525580012714,3565530377604886,Non-Online,Groceries,Isetan,2022-11-11
367105075276,3565530377604886,Non-Online,Groceries,Decathalon,2022-11-11
884370121640,3565530377604886,Non-Online,Groceries,Isetan,2022-11-11
216682306774,4108860268449253,Online,Groceries,Shopee,2022-11-11
858868342361,4108860268449253,Online,Groceries,Lazada,2022-11-11
160880616064,4108860268449253,Online,Groceries,Qoo10,2022-11-11
634570003647,4108860268449253,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
321943914636,4108860268449253,Non-Online,Groceries,Kinokuniya,2022-11-11
892948263120,4108860268449253,Non-Online,Retail,7-Eleven,2022-11-11
393920859939,377006350580868,Non-Online,Retail,7-Eleven,2022-11-07
276273309596,6011102828716264,Non-Online,Groceries,Giant Hypermart,2022-11-13
377684034767,6011102828716264,Non-Online,Groceries,Don Don Donki,2022-11-13
475878787643,4281085419382,Non-Online,Groceries,Don Don Donki,2022-11-13
752946471981,4281085419382,Non-Online,Groceries,Don Don Donki,2022-11-13
204815897075,4975127223849,Non-Online,Groceries,NTUC Fairprice,2022-11-12
656909931811,6011996763329755,Non-Online,Retail,7-Eleven,2022-11-07
457704532094,6011425570773989,Online,Groceries,Shopee,2022-11-11
423730110862,6011425570773989,Online,Groceries,Amazon,2022-11-11
788401269774,6011425570773989,Non-Online,Groceries,Decathalon,2022-11-11
325359106218,6011425570773989,Non-Online,Retail,7-Eleven,2022-11-11
662617985711,3529392489178068,Non-Online,Groceries,Don Don Donki,2022-11-13
338243316881,3529392489178068,Non-Online,Groceries,Don Don Donki,2022-11-13
184050818702,6011295293706966,Non-Online,Groceries,NTUC Fairprice,2022-11-13
660720461114,4713310669964150,Non-Online,Groceries,Don Don Donki,2022-11-12
835165660861,2322266418810267,Non-Online,Retail,7-Eleven,2022-11-08
664534689747,30023089967760,Non-Online,Retail,7-Eleven,2022-11-09
358269699354,578650977643,Non-Online,Retail,7-Eleven,2022-11-07
250375112122,213111955251036,Non-Online,Retail,7-Eleven,2022-11-10
358610092327,2720284718296317,Non-Online,Retail,7-Eleven,2022-11-09
308243545525,3522679815102656,Non-Online,Groceries,Don Don Donki,2022-11-12
461409361149,3522679815102656,Non-Online,Groceries,Don Don Donki,2022-11-12
807496747799,4324245119953,Non-Online,Retail,7-Eleven,2022-11-08
860174834983,3559241706895041,Non-Online,Retail,7-Eleven,2022-11-08
390081868103,213117811319362,Non-Online,Retail,7-Eleven,2022-11-09
746917165118,6011251321012455,Online,Groceries,Shopee,2022-11-11
585796185609,6011251321012455,Non-Online,Groceries,Pet Lovers Centre,2022-11-11
156086678164,6011251321012455,Non-Online,Groceries,Takashimaya,2022-11-11
196838468240,6011251321012455,Non-Online,Groceries,Decathalon,2022-11-11
224064677365,6011251321012455,Non-Online,Retail,7-Eleven,2022-11-11
570208138585,3567033873793913,Online,Groceries,Qoo10,2022-11-11
817675260327,3567033873793913,Non-Online,Groceries,Decathalon,2022-11-11
140207255754,3567033873793913,Non-Online,Groceries,Takashimaya,2022-11-11
675340651115,3545384573372293,Non-Online,Groceries,Giant Hypermart,2022-11-12
285444581019,4992263751463025597,Non-Online,Retail,7-Eleven,2022-11-08
188761665105,4183263641826909,Non-Online,Groceries,Don Don Donki,2022-11-13
875002036333,676266926382,Non-Online,Retail,7-Eleven,2022-11-07
566970974289,341044894973045,Non-Online,Groceries,Cold Storage,2022-11-13
468383909028,341044894973045,Non-Online,Groceries,Don Don Donki,2022-11-13
514586007929,6011125743001389,Non-Online,Retail,7-Eleven,2022-11-07
188995158693,501816138991,Non-Online,Groceries,Cold Storage,2022-11-12
373037273163,501816138991,Non-Online,Groceries,Giant Hypermart,2022-11-12
624319202004,503877580558,Non-Online,Retail,7-Eleven,2022-11-10
115789133805,30428552514108,Non-Online,Retail,7-Eleven,2022-11-08
703775180350,213157095854312,Non-Online,Groceries,Giant Hypermart,2022-11-12
185450967637,6535517272918867,Non-Online,Retail,7-Eleven,2022-11-10
733396436705,675968375351,Online,Groceries,eBay,2022-11-11
714893856625,675968375351,Online,Groceries,Zalora,2022-11-11
310441740036,675968375351,Non-Online,Groceries,Isetan,2022-11-11
